Y,X1,X2,X3,X4,X5,X6
1,1,-0.048421167,3,0,1.441831729,8
1,1,-0.19229396,4,0,0.284392395,9
1,1,-1.020853567,4,0,1.216641042,9
1,1,-1.440826768,4,1,0.821693589,9
1,1,0.761668709,4,0,1.180865087,9
1,1,0.697482656,4,1,0.669926197,10
1,1,-1.050365343,4,1,1.082609441,8
1,1,-1.483727365,4,0,0.158420538,8
1,0,-0.02697663,4,1,0.816656665,10
1,1,0.942514902,3,1,1.885266959,8
1,1,-0.628989535,4,1,1.229629815,10
1,1,-0.630801059,4,1,0.855898174,9
1,1,-1.02381288,2,0,1.661059796,10
1,1,0.789062112,3,0,0.998158349,7
1,1,1.200516187,4,0,1.05355857,9
1,1,1.252572859,3,0,1.381028589,8
1,1,-0.69402782,4,1,1.385827637,9
1,1,-0.536148634,4,1,0.806446846,8
1,1,0.08897657,3,0,0.859293125,9
1,1,1.029493518,4,0,1.78975144,10
1,1,0.521158645,4,1,0.292297398,9
1,1,-0.518499263,3,0,1.022922545,10
1,1,0.644817676,3,1,0.482240746,10
1,1,0.324829167,4,0,0.318546814,10
1,1,0.523367702,4,0,1.375477498,9
1,1,-1.49540227,4,1,1.483611312,9
1,1,-0.059657432,3,0,0.609683199,9
1,0,0.1755298,4,0,1.464190602,7
1,1,-0.951188434,3,0,1.763064566,10
1,1,0.464113223,3,1,0.888065874,9
1,1,0.910891998,4,0,0.722168594,7
1,1,-0.806197385,4,1,-0.027894132,8
1,1,0.213671378,3,1,1.292290419,10
1,1,-1.12035277,2,1,0.272980121,9
1,1,0.330787779,4,0,0.92828231,9
1,1,-0.077797107,3,1,0.985286946,9
1,1,0.923034675,3,0,1.115399711,9
1,1,-0.749452862,4,0,0.039294739,7
1,1,0.854155163,3,0,0.801558328,10
1,1,-0.411871796,3,1,1.190541101,10
1,1,-0.030841442,4,1,1.050495741,9
1,1,0.352909444,4,1,0.907742546,8
1,1,1.332814769,4,1,1.184959992,9
1,1,-0.397300785,4,1,0.968731893,9
1,1,0.713244597,4,1,1.166401705,10
1,1,-1.504900555,4,0,1.062409703,8
1,1,-0.986963822,4,1,1.005143512,8
1,1,-0.021778356,3,1,1.494001084,10
1,1,0.408312919,4,1,0.576141154,9
1,1,0.426058512,4,0,1.410986372,9
1,1,-1.10116583,4,0,0.592372765,9
1,0,-0.332349688,4,0,1.532107163,9
1,1,0.230207588,2,1,0.616044357,10
1,1,-1.171153405,4,0,1.651112285,10
1,1,0.591369538,3,0,1.238545415,9
1,1,0.147276023,4,1,0.667473539,9
1,0,0.347951208,4,0,0.47428606,8
1,1,0.485813576,4,0,0.523782375,7
1,0,-0.847731136,4,0,1.32954752,9
1,1,0.626973302,3,0,0.943768195,10
1,1,0.47933842,4,0,1.197925531,8
1,1,1.455244382,4,1,0.778959795,10
1,1,-2.740652671,4,1,0.506002669,9
1,1,0.765892847,3,1,1.331402473,9
1,1,-2.358953583,4,1,1.133717779,8
1,1,-1.271962135,4,0,0.993245515,10
1,1,-0.428374387,3,1,1.647288522,8
1,1,-0.438388143,4,1,1.102916528,7
1,0,-0.462495627,4,1,0.447815615,10
1,1,-1.13061167,2,1,0.593645855,9
1,1,-1.321663726,3,0,1.354378498,8
1,1,0.148965293,4,1,1.227085161,10
1,1,-1.603961934,4,0,1.669717085,8
1,1,0.434257466,3,0,0.137215772,10
1,1,-0.229863968,4,0,1.1548042,9
1,1,0.549099473,4,0,1.279443215,9
1,1,0.006769568,3,1,1.048421802,8
1,1,-1.750869376,3,0,0.619185984,10
1,1,-0.445505932,2,1,1.32203226,10
1,1,0.5214038,4,0,0.320575447,7
1,1,0.415691766,3,0,1.142610224,9
1,1,1.00812945,4,1,0.879222867,9
1,0,0.690700628,4,1,1.744922601,10
1,1,-0.94830512,4,1,0.987241227,9
1,1,-0.465066145,3,0,1.764383919,10
1,1,1.254856992,4,0,1.031031145,9
1,0,0.333757642,4,1,1.567091345,9
1,1,0.202687859,4,0,0.291746712,8
1,1,1.420240382,4,1,1.328681224,10
1,1,0.489544016,2,0,0.494848035,10
1,1,-0.635550852,4,0,0.944782781,9
1,1,1.499066838,4,1,1.900157347,10
1,1,2.384656285,3,0,0.869351754,8
1,1,0.014879417,3,0,0.603006041,10
1,1,1.150491261,4,0,1.099362232,9
1,1,-0.879528022,3,1,1.79039589,6
1,1,-1.474593075,3,1,0.23869941,9
1,1,-0.200899041,3,1,0.921652099,8
1,1,-1.500718829,3,1,0.216034758,9
1,1,1.973328321,4,0,2.298930797,8
1,1,0.592827814,4,1,1.776803359,9
1,1,-0.897795931,4,1,1.300091217,9
1,1,2.06808613,4,1,1.433855229,9
1,1,-0.411501791,4,1,1.799344344,10
1,1,0.050093182,4,0,1.361665145,10
1,1,-0.149196925,4,0,0.443509795,10
1,1,0.03311504,2,0,0.381762086,9
1,1,0.480476391,4,0,1.603903247,6
1,1,-1.098670701,4,0,1.485035215,10
1,1,0.333146178,4,1,1.15580453,10
1,1,-1.273032824,4,0,1.31458316,8
1,1,-0.501885016,4,1,1.113120972,8
1,1,-0.065616302,4,1,1.306424004,10
1,1,-1.656853785,4,1,1.149952877,10
1,1,-0.008143842,3,0,1.342153753,9
1,1,0.920592981,4,0,1.283099609,8
1,1,0.383226343,4,0,1.254760299,9
1,1,-0.730588636,4,1,0.653925305,10
1,1,0.703331302,4,1,1.339388095,10
1,1,-0.418622402,3,1,2.40444118,9
1,1,1.467429608,3,1,1.18292805,10
1,1,0.080416271,4,1,1.512380774,10
1,1,-0.151825416,4,0,1.023328129,10
1,1,1.015420601,4,1,1.987203652,8
1,1,0.328039732,3,0,1.24683,9
1,1,-0.576973173,4,1,1.084621233,7
1,1,1.309309899,4,0,0.849693804,9
1,0,-1.136789089,4,0,0.828003821,10
1,1,-0.880663914,4,1,1.040108394,10
1,1,-0.485583015,4,0,1.43713905,10
1,1,0.227432805,4,0,2.065018356,10
1,1,-0.066461349,4,1,0.414236352,10
1,1,0.351613591,4,1,0.838636697,10
1,1,0.686252748,4,1,0.820526113,10
1,1,-0.298624133,3,1,0.806379168,10
1,1,2.088938955,4,1,0.806597786,7
1,0,-2.214650938,3,0,1.371389582,9
1,1,-1.24069478,4,1,0.985885367,10
1,1,0.763610717,3,0,1.118652534,8
1,1,0.151021481,4,0,0.595762502,10
1,1,0.242267804,3,0,1.008473579,10
1,0,0.472579572,4,0,0.896605731,9
1,1,-0.498009328,4,1,1.416754557,9
1,1,-0.616013685,2,0,1.337118542,8
1,1,0.020728048,4,1,1.12249434,9
1,1,-0.412831728,3,1,0.375788642,8
1,1,0.412128491,4,0,0.512121468,9
1,1,-1.33826081,4,0,0.980983556,9
1,1,-1.479834264,4,0,0.43611799,9
1,1,1.028346572,3,1,1.43435617,8
1,1,-2.221051085,4,0,1.103491341,10
1,1,-1.63855763,4,0,0.275609737,10
1,1,0.357239432,4,0,0.798654376,10
1,1,0.026283719,3,1,1.093834868,8
1,1,-0.147686724,3,1,1.343308026,9
1,1,0.808111777,4,0,1.420696192,7
1,1,-0.574133991,3,1,1.208265865,8
1,1,0.582409568,3,0,0.355268011,10
1,0,-0.97205027,4,0,1.844158058,8
1,1,1.836963354,2,1,1.414912938,9
1,1,1.200862564,4,0,0.801312743,7
1,0,1.068180812,3,0,-0.203675676,8
1,1,0.635060212,4,0,1.151392514,8
1,1,1.286887121,4,1,0.605491147,10
1,1,0.621750481,4,1,1.309588368,10
1,0,0.665175359,3,0,1.10812183,9
1,0,-2.623109708,4,0,1.605602293,10
1,1,-0.601095019,4,1,1.24259137,10
1,1,1.014422032,4,0,0.045421905,8
1,1,-0.138839845,4,0,0.871356227,9
1,1,0.033811276,4,1,1.175572453,8
1,1,0.515828864,3,1,1.298837766,9
1,0,-0.075082638,4,1,1.75637563,8
1,1,-0.701453535,3,1,1.189540012,8
1,1,-1.100574829,4,0,1.531782438,10
1,1,-2.226764073,4,0,1.405919831,9
1,1,-0.184650032,3,1,0.397176021,8
1,1,0.501647908,4,0,0.821737806,10
1,1,-0.587194987,3,0,0.114264146,8
1,1,0.556144906,3,1,0.436819189,10
1,1,0.783743801,4,1,1.291530261,9
1,1,0.400380307,4,0,1.118610983,7
1,1,-2.281931464,3,0,0.464446217,8
1,1,-0.207193008,4,0,1.256791179,8
1,1,0.263544877,4,1,0.596882433,10
1,1,0.109913046,4,1,1.594380458,10
1,1,0.637637314,3,0,0.209124684,9
1,1,-0.184458695,4,1,0.454367299,10
1,1,0.606995896,3,1,1.128663924,10
1,1,-0.762675552,3,1,0.448201925,8
1,0,0.668393165,4,0,0.424263136,9
1,1,-0.028553355,3,0,1.26291559,10
1,1,-0.212826349,4,1,0.834935332,10
1,1,2.565090886,4,0,1.368688116,8
1,1,-0.663208341,3,0,0.905051904,8
1,1,2.281828433,3,1,1.063543903,8
1,1,0.502408004,2,1,1.003497047,10
1,0,0.196196155,3,0,1.33558082,10
1,1,0.503670066,3,0,0.555437448,8
1,0,-1.419330542,3,0,0.759804615,8
1,1,1.856064108,4,0,1.462451023,8
1,1,2.201134679,4,0,0.342219012,9
1,1,-0.122931209,3,1,0.966852087,9
1,1,-0.948276861,4,0,1.192521239,9
1,1,-1.134179079,4,1,1.47635684,8
1,1,-0.6708199,4,1,0.584476855,9
1,1,-0.678070925,4,0,1.127915201,8
1,0,0.329467854,3,1,1.695189376,8
1,1,-0.418243175,3,0,1.236336202,9
1,1,-3.671299932,4,1,1.318584574,7
1,1,-1.029728866,4,1,1.560309995,9
1,1,-0.423750068,4,1,1.675814678,8
1,1,0.923853046,3,0,0.707388493,10
1,1,-0.689116636,3,1,0.987969358,7
1,1,-1.123539187,4,1,1.09672653,8
1,1,1.288833453,4,1,1.319152726,10
1,1,0.966160367,4,0,0.014021247,7
1,1,-1.419548226,3,1,0.65540718,8
1,1,0.151471056,4,1,0.621863204,8
1,1,-1.968902323,4,0,0.443545531,10
1,1,0.86525171,4,0,1.669577916,9
1,1,-2.020537205,3,1,0.660451762,9
1,1,-0.785706779,4,1,0.972896835,10
1,1,0.749420717,3,1,0.628431764,10
1,1,-1.121444353,4,1,1.268731695,9
1,1,0.442829141,4,1,0.821662775,10
1,1,0.723891777,4,1,1.694367749,8
1,1,-0.693303739,4,0,0.989021746,10
1,1,0.29403282,4,1,0.183074285,9
1,1,0.653640763,2,0,0.831414027,8
1,1,-0.565504946,4,0,1.116815479,9
1,1,0.219948191,3,1,1.434220042,10
1,1,-1.166686832,3,1,0.848789665,9
1,1,0.318800363,4,0,0.909583714,10
1,1,-0.924321528,3,0,0.759539583,9
1,1,0.098799131,4,1,1.234904841,9
1,1,-0.36100849,4,1,0.324193568,9
1,1,-0.88778969,4,0,1.05770166,8
1,1,1.799111572,4,0,1.734435073,9
1,1,0.205191559,4,1,0.780943736,8
1,0,1.510391057,4,0,1.600185044,10
1,1,-0.173514632,4,0,0.7869491,9
1,1,-0.855457143,3,0,0.795913367,9
1,1,-0.452387177,4,0,1.824210951,7
1,1,0.076412119,3,0,0.497901109,8
1,1,2.206494113,4,1,1.620104665,10
1,1,-0.284633199,3,1,-0.038005692,9
1,0,1.187521733,3,0,0.467536381,7
1,1,-0.407747656,4,1,0.813779814,9
1,1,0.997566621,2,1,1.072256304,8
1,1,-0.969267739,4,1,0.895499134,8
1,1,0.758625101,4,1,0.769961078,9
1,1,0.08275072,3,1,1.28481939,9
1,0,-0.968948518,4,1,0.709640071,9
1,1,1.006517092,4,0,1.008322719,8
1,1,-0.217403022,4,0,1.523800539,9
1,1,-0.865953391,3,0,0.761909213,9
1,1,-1.471142448,3,1,0.398199538,9
1,1,2.152230224,4,0,0.947721096,10
1,1,1.59234735,4,1,1.04619792,9
1,1,-0.021015262,4,1,1.142472911,10
1,1,1.734494831,4,1,0.190387521,10
1,1,0.333436911,4,0,0.910120718,10
1,1,-1.040479471,3,0,1.544915079,10
1,1,0.483569083,4,0,1.219895397,10
1,1,-0.332383392,4,0,0.695092571,9
1,0,0.919103745,3,0,1.288075502,8
1,1,-0.357306659,4,1,0.688103042,7
1,1,1.179046792,4,1,0.299391762,10
1,1,0.899928982,4,0,1.745455936,9
1,1,-0.251060977,4,1,0.239943338,8
1,0,0.659700863,4,1,0.843748923,10
1,1,-1.848310549,3,1,0.612078907,8
1,0,-0.632355362,3,1,2.007816753,8
1,1,0.524326465,4,0,0.794037884,8
1,1,-0.836624471,3,1,0.221543093,8
1,1,-2.412819712,3,1,1.428491303,7
1,1,-0.317713528,4,1,0.691265812,10
1,0,-0.289611893,4,1,0.631354376,10
1,1,-0.603945694,4,0,0.718944201,9
1,1,-1.701260242,3,1,1.45035749,10
1,1,0.432771984,2,0,1.012914331,8
1,1,1.073622535,4,0,1.397052203,8
1,1,0.438514801,4,0,0.95352081,8
1,1,0.640643921,4,0,2.256009486,10
1,1,1.184233608,3,0,1.400673849,10
1,1,0.193131479,4,0,1.065573232,10
1,0,0.864737856,4,0,0.794411654,9
1,0,-0.026052591,3,1,1.367336536,9
1,1,-1.428412157,4,0,0.229249773,10
1,1,-0.152272954,4,1,0.692686382,9
1,1,-0.135427974,4,1,1.111972208,9
1,1,2.211907517,3,1,1.080556231,10
1,1,-0.661387464,4,1,1.685924028,9
1,1,0.629356184,4,1,1.175811018,9
1,1,-0.272250298,4,0,1.771326357,8
1,1,-0.717208236,4,1,0.635644484,9
1,1,-0.195326176,2,1,1.508271649,10
1,1,1.313264202,3,0,1.77524068,9
1,1,0.012682425,4,1,1.197717237,10
1,1,-1.124211594,4,1,2.258252118,9
1,1,0.856628031,4,0,1.113069981,8
1,0,0.31418212,4,1,0.851080128,8
1,1,0.336671903,4,1,1.38437742,9
1,1,0.262025933,3,0,1.873480561,9
1,1,0.319463859,4,0,1.464774177,9
1,1,-0.302092925,4,0,1.31008566,9
1,1,0.517340829,4,0,0.81674307,9
1,1,-1.164086557,4,1,0.478953918,8
1,1,1.274679847,4,1,0.734966691,5
1,1,-0.452948226,4,1,0.979541894,10
1,1,0.117753729,4,0,1.553976255,9
1,1,1.359931267,4,1,1.143452776,8
1,1,-1.058318773,4,1,1.234176224,8
1,1,0.037811737,4,1,1.37750248,8
1,1,0.582304929,4,1,0.82559274,9
1,1,0.595808722,4,1,1.172520015,9
1,1,-0.352637703,3,0,1.003637882,9
1,1,-1.024133194,4,0,0.636643562,9
1,1,0.614554443,4,1,1.563318939,10
1,0,-0.928281531,3,1,1.030857946,7
1,1,-0.006514453,4,1,1.272807222,9
1,1,0.224880808,4,0,0.796211698,9
1,1,0.199455433,4,0,2.536027669,10
1,1,0.178207859,4,0,0.463037076,10
1,1,0.285143959,4,1,1.241461297,10
1,1,0.23896652,3,0,2.242579961,7
1,1,0.624922774,4,0,0.764565674,10
1,1,-1.408412772,4,1,1.940764603,10
1,1,0.573962469,4,1,1.783918401,10
1,1,1.335775774,4,1,1.143337862,10
1,0,-0.461486108,4,0,1.225533628,7
1,1,-0.192363845,4,0,1.304167987,8
1,1,-2.083064613,4,1,0.923486161,8
1,1,-1.908899664,4,0,1.291375814,8
1,1,1.410257945,4,1,1.560597067,10
1,1,0.52753243,3,1,0.366109473,9
1,0,0.644207628,4,1,0.973281417,7
1,1,0.90128438,4,0,1.518438302,9
1,1,-0.242246696,4,0,0.515326003,9
1,0,1.402668393,4,1,1.144591839,10
1,1,1.09593101,3,1,1.218032447,10
1,1,-0.565196924,4,1,1.702800906,9
1,1,0.310475047,4,0,1.040686204,9
1,1,0.493917891,4,1,0.745910074,8
1,1,-1.411797406,4,1,0.29411281,10
1,1,0.108735033,2,1,0.626128963,8
1,1,0.407227826,4,1,0.577748033,9
1,1,-0.839683482,3,0,-0.162090456,8
1,1,0.446130279,3,0,1.210540853,9
1,0,-0.365416701,4,1,1.846257192,9
1,1,0.539179851,4,1,0.841555454,8
1,0,-0.80857687,4,0,1.090838475,10
1,1,-0.484411317,4,1,0.98517153,10
1,1,-1.011140496,4,1,1.148981799,9
1,1,0.119124187,4,0,0.669862959,9
1,1,-1.695233122,2,1,0.591492189,9
1,0,0.1718083,4,0,1.573163499,7
1,0,-0.678293128,4,0,0.691355963,9
1,1,-0.708855921,4,0,1.005807257,5
1,1,-1.016846421,4,1,1.117405892,9
1,1,0.331329107,4,0,1.47267464,9
1,1,1.003100301,4,1,1.815935538,10
1,1,-0.306073756,4,1,1.630163202,10
1,1,-1.00135452,4,1,1.434878604,10
1,1,1.292536483,4,0,1.490591171,9
1,1,-1.340592723,3,0,0.796899284,10
1,1,-0.0374412,3,1,1.373499284,9
1,1,-0.212395707,4,0,0.966710315,9
1,1,0.694408193,4,1,0.969558201,10
1,1,-0.047417813,4,0,1.557151305,7
1,1,0.905847975,3,1,1.258895847,10
1,1,1.370201689,3,0,0.008159383,8
1,1,0.608531724,3,0,0.643349148,9
1,1,-0.779106423,4,1,0.977461752,10
1,0,0.903155549,3,0,1.473346763,7
1,1,-0.130165784,4,0,0.999221548,8
1,1,-0.060692743,4,0,0.001889271,10
1,0,0.034257086,4,0,1.618071439,10
1,1,0.988003881,3,1,1.660628733,10
1,1,2.199865766,4,1,1.840617796,8
1,1,0.590155712,4,0,1.100450139,9
1,1,-0.452840296,3,0,0.336237776,10
1,1,0.128557478,3,0,2.061060765,10
1,1,0.274196928,4,0,1.015128994,9
1,1,1.285079172,4,1,1.68291883,10
1,1,-0.415750421,4,0,0.559169969,9
1,0,0.377542777,3,0,1.514693727,10
1,1,-0.554849999,3,0,1.371017339,10
1,1,-0.140468533,4,1,0.553551938,8
1,1,0.48925407,4,0,0.65001296,10
1,1,-1.866204881,3,1,0.963177654,8
1,1,0.96466726,2,1,0.495635076,8
1,1,-0.214677946,2,1,0.835396466,7
1,1,-0.373597355,4,1,0.505361695,10
1,0,-1.359342374,3,1,0.626118076,8
1,1,0.104941793,4,0,1.032477336,8
1,1,0.911357676,4,1,0.905613992,9
1,0,1.197778713,3,0,1.899147581,10
1,1,-1.692266212,3,1,2.253455237,8
1,1,-0.23470934,4,1,0.696329154,9
1,1,-0.312981033,2,0,0.806050244,8
1,1,0.475780086,4,1,1.467207804,9
1,1,1.255825295,3,1,0.459780671,7
1,1,-0.704012999,4,0,1.392632852,10
1,0,0.611304216,3,0,1.454330855,10
1,1,-1.092696968,4,0,1.57027407,9
1,1,-0.807008652,2,0,0.612700096,10
1,1,1.505687801,2,0,0.929128455,10
1,1,-0.314927458,4,0,0.362205804,9
1,1,-1.903770532,3,0,1.349843043,10
1,1,-0.075538689,4,0,1.347405575,10
1,1,0.255982362,4,0,0.955373146,10
1,0,-1.334861796,4,0,1.09796739,9
1,1,2.273743637,4,0,0.859744561,9
1,1,0.145876422,4,0,2.027083674,10
1,1,-0.433779648,4,0,0.659492451,7
1,1,-1.089729154,3,1,0.425543892,9
1,1,-0.884692344,4,0,1.754043832,8
1,0,0.859840215,4,0,2.209832581,10
1,1,-0.387416701,4,0,1.252811659,8
1,1,1.690167643,3,1,0.894708106,9
1,1,-1.265593776,4,1,1.003492091,10
1,1,-0.147524039,3,0,0.227113674,9
1,1,-1.658562436,4,1,0.945061982,7
1,1,-0.334402047,4,0,1.070868985,7
1,1,1.313161854,3,0,1.145174761,8
1,1,-0.247748709,4,1,2.056406229,7
1,1,0.87114661,4,1,1.229834008,8
1,1,0.938006433,4,0,-0.13877305,8
1,1,0.487206932,4,1,1.331936346,9
1,0,-0.387381459,3,0,1.411193194,9
1,1,0.397532744,4,0,1.44176157,9
1,1,1.018210407,3,0,1.56598163,8
1,1,-0.280217772,4,0,1.056947759,8
1,1,0.228251519,3,0,0.986535766,10
1,1,-1.584541377,3,1,1.048916448,10
1,1,0.123767626,4,0,0.93102131,9
1,1,0.031198612,4,1,1.019424846,8
1,0,1.676108319,3,0,0.322906254,10
1,1,-0.086057736,4,0,1.684818259,10
1,1,1.047015686,4,0,1.182977798,8
1,1,0.386263973,4,0,1.469058973,8
1,1,1.393084514,3,0,1.840348777,10
1,1,0.284709664,4,0,0.703577898,10
1,1,-0.911977236,4,0,0.089174224,9
1,1,-0.521210622,4,0,1.044418367,10
1,1,-0.612784513,4,1,0.549352255,9
1,1,1.557953726,3,1,1.301439929,9
1,1,-0.729297009,4,0,1.162911172,9
1,1,-1.503950878,4,1,0.600726779,9
1,1,-0.566786996,3,1,0.530012475,10
1,1,-2.104453622,4,0,0.670840998,7
1,0,0.530731928,4,0,0.942537497,10
1,1,1.617684135,4,1,1.986430042,9
1,1,1.184531857,4,1,1.398555046,10
1,1,1.876333367,4,1,1.077396912,8
1,1,-0.455775876,4,1,0.108414263,8
1,1,0.669232681,4,0,1.171103316,9
1,1,-1.283007433,2,0,1.856527137,9
1,1,-0.396700098,4,1,0.871362578,10
1,1,-0.118553051,4,1,0.824301041,10
1,1,-0.957215097,4,1,-0.219641978,10
1,1,0.418637738,4,1,0.821222174,7
1,1,-0.107179673,4,1,1.211924452,7
1,1,-0.298918555,3,0,1.320875184,9
1,1,0.309770555,4,0,1.068793822,9
1,1,0.254681415,4,0,0.416029229,9
1,1,0.176468382,3,1,0.540775744,10
1,1,-1.074682196,4,0,1.996618773,10
1,1,0.104354436,4,1,0.333622243,8
1,1,-1.212199769,4,1,0.948504606,10
1,1,0.431488652,4,0,0.95388472,10
1,0,-2.21306893,4,0,0.607779803,10
1,1,2.736970252,4,1,1.179614854,6
1,1,0.264909544,3,1,1.801419925,10
1,0,-1.519041409,4,0,0.869275249,10
1,0,-0.005041899,4,1,0.560956176,10
1,1,-2.441299148,4,0,0.342851681,10
1,1,0.2988809,4,1,0.82980628,10
1,1,-2.265439141,4,0,0.721639373,10
1,1,-0.420676044,4,1,1.316837783,7
1,1,-0.122025789,4,1,-0.330895949,9
1,1,-0.379204168,4,0,-0.242320106,6
1,1,-0.839484861,3,0,1.632368111,8
1,1,0.681905232,4,1,0.757147911,10
1,1,0.821397981,4,1,0.872916753,9
1,1,-1.620364295,4,1,0.302127416,7
1,1,-0.090793162,4,1,1.102164303,10
1,0,-1.154399568,3,1,0.552067225,9
1,1,-0.733216571,3,0,1.002227277,8
1,1,0.866238823,4,1,0.323396697,8
1,1,-1.635446647,4,1,1.532476416,9
1,1,0.62756835,4,1,1.714695,7
1,0,-0.635133373,4,0,-0.529741969,8
1,1,0.081710115,4,0,1.344116646,10
1,1,1.387819578,4,0,0.597395803,10
1,1,0.126878001,4,1,1.176966713,8
1,1,-0.77953758,2,0,1.244997123,9
1,1,0.904520015,4,0,0.965555576,10
1,1,-0.649613587,3,1,0.108741405,10
1,0,1.397326178,3,1,1.212210527,9
1,1,1.162770576,3,1,1.855654226,9
1,1,0.434554301,4,0,1.247122454,9
1,1,0.291382678,3,1,0.710563766,9
1,1,-0.276799384,4,1,1.919844822,9
1,1,-1.810653776,3,1,0.189422339,9
1,1,1.294195812,4,0,1.272642049,10
1,1,0.077450431,4,1,0.893481733,10
1,1,-0.770580567,4,1,1.13595181,7
1,1,-0.491538245,3,1,1.271816332,8
1,1,-0.986740932,4,0,1.212104021,7
1,0,0.028901905,4,1,1.479791673,8
1,1,-0.803547609,3,1,0.778798889,10
1,1,-2.762576894,4,0,0.159767011,9
1,1,-0.169021839,4,0,1.081020564,9
1,1,-1.81040224,4,0,2.358422042,9
1,0,-0.225583366,4,0,1.064570722,8
1,1,-0.901647849,4,1,1.544870837,10
1,1,0.609621614,3,0,1.617622421,8
1,1,0.005911774,4,0,1.119548229,9
1,1,1.426576676,4,1,1.256317828,9
1,1,-0.115774498,4,0,0.8577693,10
1,1,-1.756917188,4,1,2.573751044,10
1,1,-0.001200444,4,0,1.734841588,8
1,1,1.039952388,4,1,1.65454532,9
1,1,-0.158374471,4,0,1.374032655,9
1,1,0.53811759,4,0,0.040171246,10
1,1,-0.049020903,4,0,0.270538478,10
1,0,0.315215219,3,1,0.581410017,9
1,1,0.475404501,4,1,0.663096236,10
1,1,-0.303354921,4,0,1.534152428,10
1,1,-0.861506869,4,1,0.84080559,9
1,1,-1.573949383,4,1,1.167136015,9
1,1,-0.66594012,3,1,0.384345074,6
1,1,0.561821122,4,1,1.540319631,7
1,0,1.881870875,4,1,1.243815642,10
1,1,0.133346094,4,1,1.253418625,8
1,1,-1.525029079,3,1,1.229015911,9
1,1,0.6180825,3,0,1.117353693,10
1,1,-1.157304744,4,1,0.739113768,10
1,1,-0.154126365,4,1,0.455998305,10
1,1,0.40244735,3,1,1.602231906,9
1,1,0.522360724,4,0,1.431289201,10
1,1,0.199596522,2,1,1.040487765,10
1,1,-0.324820672,3,1,1.52123299,8
1,1,-0.780144465,4,0,0.289666062,8
1,1,0.98172711,4,0,0.6588663,7
1,1,-0.625524591,3,1,0.111866593,9
1,0,-1.425552545,4,1,-0.005299705,10
1,1,0.123447675,4,1,0.36366651,8
1,1,-0.5763531,3,0,0.6475515,9
1,0,0.099045067,4,1,1.518884928,8
1,0,1.125544925,4,0,0.881212274,8
1,1,0.082463175,2,0,1.452619452,10
1,1,0.143706375,4,0,0.922047693,9
1,0,-0.647147939,4,0,0.748897051,10
1,1,0.828841124,3,0,2.303204836,8
1,0,-0.034574745,4,1,0.461328547,10
1,1,1.589331649,4,1,1.008522577,10
1,1,-0.295961637,4,1,1.047667237,9
1,1,1.324509225,4,1,1.525126752,9
1,1,-1.202931801,4,1,0.818944822,10
1,1,-0.84795604,4,1,1.233322423,8
1,1,0.32672761,4,1,1.296794433,10
1,1,-1.459536892,4,0,-0.140246279,9
1,1,1.223193405,4,0,0.826865815,8
